rating,review_text,device,true_label,vader_compound,vader_label,vader_pred_rating,bert_label,bert_score,bert_pred_rating,wc_score,wc_label,wc_pred_rating,hard_vote_label,hard_vote_pred_rating,soft_vote_pred_rating,soft_vote_label,bagging_pred_rating,bagging_pred_std,bagging_label
4,Best phone under this price. Camera quality awesome and battery performance is okay. But heating issue in this phone.,iPhone 15,Positive,0.6808,Positive,4.3616,Positive,0.942657709121704,4.770630836486816,0.0,Neutral,3.0,Positive,4.5,4.252892334594726,Positive,4.206906484548878,0.05511580969986637,Positive
5,SILPA,iPhone 15,Positive,0.0,Neutral,3.0,Negative,0.0162218809127807,1.064887523651123,0.0,Neutral,3.0,Neutral,3.0,2.225955009460449,Negative,2.9541608207888252,0.9302458660818675,Neutral
5,Very Nice,iPhone 15,Positive,0.4754,Positive,3.9508,Positive,0.9998563528060912,4.999425411224365,1.0,Positive,5.0,Positive,4.5,4.5800901644897465,Positive,4.3404896971751485,0.2215493830222195,Positive
1,It was my first video call with a friend and my phone got hung.... My bad luck or phone issue,iPhone 15,Negative,0.4019,Positive,3.8038,Negative,0.0004985332489013,1.0019941329956057,-1.0,Negative,1.0,Negative,1.5,2.1223176531982424,Negative,2.8902868524776157,0.981010971877201,Neutral
5,Zainab,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9882543087005616,4.953017234802246,0.0,Neutral,3.0,Neutral,3.0,3.7812068939208987,Positive,3.9229481649264897,0.17395006914636563,Positive
5,Iphone to iphone h,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.6742841005325317,3.697136402130127,0.0,Neutral,3.0,Neutral,3.0,3.2788545608520514,Neutral,3.641286021354867,0.4260155547042707,Neutral
5,BEST IN THIS PRICE THANK YOU,iPhone 15,Positive,0.7717,Positive,4.5434,Positive,0.9998291730880736,4.999316692352295,1.0,Positive,5.0,Positive,4.5,4.817086676940918,Positive,4.52037639237793,0.3350088271945443,Positive
5,Good but battery camera n performance must be improved as per price.,iPhone 15,Positive,0.7269,Positive,4.4538,Negative,0.0079144835472106,1.0316579341888428,1.0,Positive,5.0,Positive,4.5,3.1941831736755373,Neutral,3.704115892039082,0.4708690934558217,Neutral
5,After all its iphone and performance is good. But still 60Hz which is shame.,iPhone 15,Positive,-0.4939,Negative,2.0122,Negative,0.0034745335578918,1.0138981342315674,1.0,Positive,5.0,Negative,1.5,2.210439253692627,Negative,3.097714652182626,0.9614247207546053,Neutral
5,The product is as expected.,iPhone 15,Positive,0.0,Neutral,3.0,Negative,0.0955933332443237,1.382373332977295,0.0,Neutral,3.0,Neutral,3.0,2.352949333190918,Neutral,3.032193781158797,0.8676566101196027,Neutral
5,Feelings better than other phones when catching in hand you know that ?? I am also know,iPhone 15,Positive,0.755,Positive,4.51,Positive,0.9315287470817566,4.726114988327026,0.0,Neutral,3.0,Positive,4.5,4.294445995330811,Positive,4.247872790127051,0.07202584526881438,Positive
4,All above good,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.9998430013656616,4.999372005462647,1.0,Positive,5.0,Positive,4.5,4.552068802185059,Positive,4.386073700605976,0.20376154124718923,Positive
5,Awesome,iPhone 15,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998682737350464,4.9994730949401855,1.0,Positive,5.0,Positive,4.5,4.699709237976075,Positive,4.563323758065893,0.2428264775895035,Positive
5,Gud phone,iPhone 15,Positive,0.0,Neutral,3.0,Negative,0.0168810486793518,1.0675241947174072,0.0,Neutral,3.0,Neutral,3.0,2.2270096778869632,Negative,3.0280031717169265,0.9413529905276009,Neutral
1,Is global stock i am not satisfied,iPhone 15,Negative,-0.3252,Negative,2.3496,Negative,0.0006482005119323,1.0025928020477295,1.0,Positive,5.0,Negative,1.5,2.340877120819092,Neutral,3.2064490771996708,0.9010143284973805,Neutral
4,Ankur,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9984127283096312,4.993650913238525,0.0,Neutral,3.0,Neutral,3.0,3.7974603652954104,Positive,3.933793777276271,0.16738165088407986,Positive
5,Iphone 15 is amazing looks with performance,iPhone 15,Positive,0.5859,Positive,4.1718,Positive,0.9998310804367064,4.999324321746826,1.0,Positive,5.0,Positive,4.5,4.6684497286987305,Positive,4.479374353835947,0.252288769130678,Positive
5,Very good phone,iPhone 15,Positive,0.4927,Positive,3.9854,Positive,0.9998637437820436,4.999454975128174,1.0,Positive,5.0,Positive,4.5,4.5939419900512695,Positive,4.385950175797436,0.22576965550184777,Positive
1,"Doesnt work after 2 days. Even they didnt take any initiative. I received a dead phone. I will suggest to all of you please if u are planning to buy costly phones then buy from the store. I know the store will not provide a huge discount but if you face any issues regarding the phone, they will help you.",iPhone 15,Negative,0.2189,Positive,3.4378,Negative,0.0060848593711853,1.0243394374847412,0.0,Neutral,3.0,Positive,4.5,2.3848557749938966,Neutral,3.543714412520199,0.831881406764699,Neutral
4,Isha,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9964526891708374,4.98581075668335,0.0,Neutral,3.0,Neutral,3.0,3.79432430267334,Positive,3.9048537210268734,0.16145024198212263,Positive
5,Very good,iPhone 15,Positive,0.4927,Positive,3.9854,Positive,0.9998520612716676,4.99940824508667,1.0,Positive,5.0,Positive,4.5,4.593923298034668,Positive,4.394428300522506,0.22557257041176107,Positive
4,"Phone is great , the camera is osm but the battery drain very fast especially in ios 18 overall phone is very smooth",iPhone 15,Positive,0.3716,Positive,3.7432,Negative,0.0063753128051757,1.0255012512207031,0.5,Positive,4.0,Positive,4.5,2.7074805004882814,Neutral,3.1670902315694303,0.6700997042092228,Neutral
5,"Great deal, phone is good camera not that level compared to google pixel, overall great product",iPhone 15,Positive,0.9022,Positive,4.8044,Positive,0.9903748631477356,4.961499452590942,1.0,Positive,5.0,Positive,4.5,4.906359781036377,Positive,4.461191467413076,0.3791526212434981,Positive
5,Nice phone ever,iPhone 15,Positive,0.4215,Positive,3.843,Positive,0.9997963309288024,4.99918532371521,1.0,Positive,5.0,Positive,4.5,4.536874129486084,Positive,4.36382101399753,0.19566938586988394,Positive
5,Excellent phone at very reasonable price,iPhone 15,Positive,0.5719,Positive,4.1438,Positive,0.9990204572677612,4.996081829071045,1.0,Positive,5.0,Positive,4.5,4.6559527316284175,Positive,4.439084660746647,0.2550817840756456,Positive
5,Very nice phone,iPhone 15,Positive,0.4754,Positive,3.9508,Positive,0.999821960926056,4.999287843704224,1.0,Positive,5.0,Positive,4.5,4.58003513748169,Positive,4.388197661468199,0.216742935034454,Positive
5,Tufer,iPhone 15,Positive,0.0,Neutral,3.0,Negative,0.0122210383415222,1.0488841533660889,0.0,Neutral,3.0,Neutral,3.0,2.2195536613464357,Negative,2.9112002498886373,0.9222441485715734,Neutral
4,Gajanan,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9946680068969728,4.978672027587891,0.0,Neutral,3.0,Neutral,3.0,3.791468811035157,Positive,3.896546327448117,0.16084745839522857,Positive
5,Best,iPhone 15,Positive,0.6369,Positive,4.2738,Positive,0.9997941851615906,4.999176740646362,1.0,Positive,5.0,Positive,4.5,4.7091906962585455,Positive,4.449079733527984,0.2819825395582033,Positive
4,Gud one but camera is average in this time krishnamani dixit,iPhone 15,Positive,0.0,Neutral,3.0,Negative,0.0203694105148315,1.0814776420593262,0.0,Neutral,3.0,Neutral,3.0,2.232591056823731,Negative,2.845216608549709,0.8930935784034295,Neutral
5,Awesome...my 1st iphone 15,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9997407793998718,4.998963117599487,1.0,Positive,5.0,Positive,4.5,4.199585247039796,Positive,4.173475504302237,0.031549271006149494,Positive
5,Mint green just looking like a wow,iPhone 15,Positive,0.743,Positive,4.486,Positive,0.999723494052887,4.998893976211548,0.0,Neutral,3.0,Positive,4.5,4.39395759048462,Positive,4.274580323369438,0.12994837996661507,Positive
5,Nice phone Thanks u,iPhone 15,Positive,0.6908,Positive,4.3816,Positive,0.99960857629776,4.99843430519104,1.0,Positive,5.0,Positive,4.5,4.752013722076416,Positive,4.482996356779409,0.303730568901678,Positive
5,"Trustable , good service I love this phone",iPhone 15,Positive,0.886,Positive,4.772,Positive,0.999746024608612,4.998984098434448,1.0,Positive,5.0,Positive,4.5,4.90839363937378,Positive,4.538494200070418,0.3851672991688214,Positive
5,i phone 15,iPhone 15,Positive,0.0,Neutral,3.0,Negative,0.0530653595924377,1.212261438369751,0.0,Neutral,3.0,Neutral,3.0,2.284904575347901,Neutral,3.063308328125857,0.9148110471377682,Neutral
5,super phone,iPhone 15,Positive,0.5994,Positive,4.1988,Positive,0.931624948978424,4.726499795913696,1.0,Positive,5.0,Positive,4.5,4.570119918365479,Positive,4.362384344044544,0.21654253307724017,Positive
4,Product is really worthful,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9998770952224731,4.999508380889893,0.0,Neutral,3.0,Neutral,3.0,3.799803352355957,Positive,3.9694440232757704,0.1701437997594961,Positive
5,"Good processor, perfect screen and",iPhone 15,Positive,0.765,Positive,4.53,Positive,0.9998621940612792,4.999448776245117,1.0,Positive,5.0,Positive,4.5,4.811779510498047,Positive,4.544558638431916,0.32742770558533435,Positive
5,Overall good Kumar R,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.999847412109375,4.9993896484375,1.0,Positive,5.0,Positive,4.5,4.552075859375,Positive,4.3314990839843155,0.2039461843496026,Positive
4,"Box was damaged, phone looks very good, awesome touch feel. Neelagandan G",iPhone 15,Positive,0.688,Positive,4.376,Positive,0.9994958639144896,4.997983455657959,0.3333333333333333,Positive,3.6666666666666665,Positive,4.5,4.482926715596517,Positive,4.342326907091625,0.1655650258099599,Positive
4,Good product,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.999858856201172,4.999435424804688,1.0,Positive,5.0,Positive,4.5,4.552094169921875,Positive,4.3563169591332205,0.204171965863586,Positive
5,Anshubijoy,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.755107045173645,4.02042818069458,0.0,Neutral,3.0,Neutral,3.0,3.408171272277832,Neutral,3.7300395890849893,0.3633055017434438,Neutral
1,"photos not clear, Blurr images from back camera after updating to IOS 18.1. Overheating problem during charging. Plz suggest me how to get the back camera right",iPhone 15,Negative,-0.555,Negative,1.89,Negative,0.0005155801773071,1.0020623207092283,-0.3333333333333333,Negative,2.333333333333333,Negative,1.5,1.6234915949503579,Negative,3.031343548861291,1.24800756718242,Neutral
5,ANSH CHAUDHARY,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9975501894950868,4.990200757980347,0.0,Neutral,3.0,Neutral,3.0,3.7960803031921393,Positive,3.9304193204577156,0.17184384279672357,Positive
5,Puneet,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9956658482551576,4.98266339302063,0.0,Neutral,3.0,Neutral,3.0,3.793065357208252,Positive,4.0229798924580935,0.16574619943666902,Positive
5,I ordered this phone I had doubt abt Flipkart but I received a mobile with the original box and all functionalities are working as per expected without doubt you can purchase. Worth of it Thank you Flipkart I just loved it,iPhone 15,Positive,0.9415,Positive,4.883,Positive,0.9997627139091492,4.999050855636597,1.0,Positive,5.0,Positive,4.5,4.952820342254639,Positive,4.464376777590153,0.39910577428652144,Positive
4,"9,486 Reviews 2,13,338 34,165 12",iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9616507291793824,4.846602916717529,0.0,Neutral,3.0,Neutral,3.0,3.738641166687012,Neutral,3.908259745991883,0.19967029166004452,Positive
5,All is good but battery sometimes go on heat up,iPhone 15,Positive,0.2382,Positive,3.4764,Positive,0.9841488003730774,4.93659520149231,1.0,Positive,5.0,Positive,4.5,4.365198080596924,Positive,4.274276651239276,0.11186924012433419,Positive
1,Speaker is not working from the day one and i had to go to the apple store for the problem hated this process Otherwise phone was good but heating issue is obvious,iPhone 15,Negative,-0.3612,Negative,2.2776,Negative,0.0016146898269653,1.006458759307861,-0.5,Negative,2.0,Negative,1.5,1.7136235037231446,Negative,2.6376708939484117,1.1803643019401635,Neutral
5,This phone is very hot In big billion sale prizes its too good Ito to smooth..... To sexy..... iphone15,iPhone 15,Positive,0.8519,Positive,4.7038,Negative,0.0152217745780944,1.060887098312378,0.3333333333333333,Positive,3.6666666666666665,Positive,4.5,3.0392081726582845,Neutral,3.4344564271543128,0.5271045144620786,Neutral
5,Very good product,iPhone 15,Positive,0.4927,Positive,3.9854,Positive,0.9998735189437866,4.9994940757751465,1.0,Positive,5.0,Positive,4.5,4.593957630310059,Positive,4.350254274005132,0.22522053810960901,Positive
5,Novojyoti,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9978618025779724,4.99144721031189,0.0,Neutral,3.0,Neutral,3.0,3.7965788841247563,Positive,3.9687014471704716,0.17272444693082056,Positive
5,"iPhone is the world best mobile, but battery life is low RAKESHKUMAR RAMSANGBHAI JADAV",iPhone 15,Positive,-0.0129,Neutral,2.9742,Negative,0.0028759837150573,1.0115039348602295,1.0,Positive,5.0,Neutral,3.0,2.594281573944092,Neutral,3.490484699673689,0.7627664658942611,Neutral
5,Very good product . camera is beast,iPhone 15,Positive,0.4927,Positive,3.9854,Positive,0.9998399019241332,4.999359607696533,1.0,Positive,5.0,Positive,4.5,4.593903843078613,Positive,4.421236560429899,0.2208681206671966,Positive
5,I love it,iPhone 15,Positive,0.6369,Positive,4.2738,Positive,0.9998799562454224,4.9995198249816895,1.0,Positive,5.0,Positive,4.5,4.709327929992676,Positive,4.448076706781136,0.28335022456315284,Positive
5,"This is the first time Ive purchased iphone and its great. Performance, speed and the feature is good and new update of the IOS having great feature and customizations in the UI",iPhone 15,Positive,0.9022,Positive,4.8044,Positive,0.9996811151504515,4.998724460601807,1.0,Positive,5.0,Positive,4.5,4.921249784240723,Positive,4.610258222397552,0.38105355162832644,Positive
5,"Very Good Product, Thanks to Flipkart for delivering sucessfully on time.",iPhone 15,Positive,0.7474,Positive,4.4948,Positive,0.9998291730880736,4.999316692352295,1.0,Positive,5.0,Positive,4.5,4.797646676940918,Positive,4.4689605631049645,0.32883373148598155,Positive
2,Pls provide your user minimum 90 fps atleast in non pro model,iPhone 15,Negative,0.0772,Positive,3.1544,Negative,0.0445981621742248,1.1783926486968994,0.0,Neutral,3.0,Positive,4.5,2.33311705947876,Neutral,3.127179862615123,0.8959122139627732,Neutral
5,Great experience,iPhone 15,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998718500137328,4.999487400054932,1.0,Positive,5.0,Positive,4.5,4.699714960021973,Positive,4.422768791012557,0.2772118074674416,Positive
5,Nice cameras looks great Seshamma gari Ramesh reddy,iPhone 15,Positive,0.7845,Positive,4.569,Positive,0.9995984435081482,4.998393774032593,1.0,Positive,5.0,Positive,4.5,4.826957509613037,Positive,4.4834226632130125,0.34380812459185434,Positive
5,I love this,iPhone 15,Positive,0.6369,Positive,4.2738,Positive,0.9998819828033448,4.999527931213379,1.0,Positive,5.0,Positive,4.5,4.709331172485351,Positive,4.433908595942729,0.28693605166548525,Positive
5,SURESH D,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9991438388824464,4.996575355529785,0.0,Neutral,3.0,Neutral,3.0,3.7986301422119144,Positive,3.9684963772946262,0.17029599208391552,Positive
5,Ashish,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.8773428797721863,4.509371519088745,0.0,Neutral,3.0,Neutral,3.0,3.6037486076354983,Neutral,3.8726429964217686,0.26937687862485604,Positive
5,Nice very good Narender.kumar sapna,iPhone 15,Positive,0.7178,Positive,4.4356,Positive,0.9998559951782228,4.999423980712891,1.0,Positive,5.0,Positive,4.5,4.774009592285156,Positive,4.533843614920011,0.306914810132118,Positive
1,"I ordered in black color, around the camera the rim came in black color as well. But that rim color was so badly painted. It started to come out. Now i can see removed colour and white aluminium visible on that rim. It look like that this iPhone is not upto the mark. Better to choose other colour, because they might not get this much visibility of color spots on rim. Dr.",iPhone 15,Negative,0.2876,Positive,3.5752,Negative,0.000483751296997,1.0019350051879885,0.0,Neutral,3.0,Positive,4.5,2.4308540020751956,Neutral,3.28623984477667,0.8554994672929935,Neutral
5,Nice Good buy,iPhone 15,Positive,0.6908,Positive,4.3816,Positive,0.9998528957366944,4.999411582946777,1.0,Positive,5.0,Positive,4.5,4.7524046331787115,Positive,4.531492355792448,0.29478364347466823,Positive
5,"Just Awesome, GO FOR IT Super fast delivery by flipkart",iPhone 15,Positive,0.8402,Positive,4.6804,Positive,0.9998490810394288,4.999396324157715,1.0,Positive,5.0,Positive,4.5,4.871918529663086,Positive,4.608858273022246,0.35089374169262827,Positive
4,Good one,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.9998288154602052,4.99931526184082,1.0,Positive,5.0,Positive,4.5,4.552046104736328,Positive,4.344886446762214,0.20744183190320883,Positive
5,Great product good camera,iPhone 15,Positive,0.7906,Positive,4.5812,Positive,0.9998480081558228,4.999392032623291,1.0,Positive,5.0,Positive,4.5,4.832236813049317,Positive,4.542304345692466,0.3409777225941372,Positive
5,"Its iPhone 15, you know what youre getting. Nothing much to think.",iPhone 15,Positive,0.0,Neutral,3.0,Negative,0.0004822015762329,1.0019288063049316,0.0,Neutral,3.0,Neutral,3.0,2.200771522521973,Negative,3.053209270827511,0.9617726835648389,Neutral
5,Very good,iPhone 15,Positive,0.4927,Positive,3.9854,Positive,0.9998520612716676,4.99940824508667,1.0,Positive,5.0,Positive,4.5,4.593923298034668,Positive,4.422734960188973,0.21888125684583273,Positive
5,Ultimate choice,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9996334314346312,4.998533725738525,0.0,Neutral,3.0,Neutral,3.0,3.7994134902954104,Positive,3.9470777675747883,0.16700106993819502,Positive
5,I was completely impressed and the good part is that you can easily maintain it,iPhone 15,Positive,0.8268,Positive,4.6536,Positive,0.999858021736145,4.99943208694458,1.0,Positive,5.0,Positive,4.5,4.861212834777832,Positive,4.487656780046171,0.35914611932524265,Positive
5,Very happy with the product,iPhone 15,Positive,0.6115,Positive,4.223,Positive,0.9998732805252076,4.99949312210083,1.0,Positive,5.0,Positive,4.5,4.688997248840332,Positive,4.481642199964682,0.26505654608801593,Positive
1,Product is Good But Flipcart Exchange Policy is Useless,iPhone 15,Negative,-0.4118,Negative,2.1764,Negative,0.0020543932914733,1.0082175731658936,0.0,Neutral,3.0,Negative,1.5,1.8738470292663576,Negative,2.598915841033169,1.0569932456248934,Neutral
5,Worth it,iPhone 15,Positive,0.2263,Positive,3.4526,Positive,0.9998801946640016,4.999520778656006,1.0,Positive,5.0,Positive,4.5,4.380848311462403,Positive,4.279209974771924,0.12001752485180646,Positive
5,Perfect replacement for my iphone 6s.,iPhone 15,Positive,0.5719,Positive,4.1438,Positive,0.9989532232284546,4.995812892913818,1.0,Positive,5.0,Positive,4.5,4.655845157165527,Positive,4.447879711145408,0.2548485105320678,Positive
5,Veenit,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9589534997940063,4.835813999176025,0.0,Neutral,3.0,Neutral,3.0,3.734325599670411,Neutral,3.9611807485190225,0.2016209206661486,Positive
5,Fantastic phone at this price. Very minimalist and optimal performance,iPhone 15,Positive,0.7479,Positive,4.4958,Positive,0.9991570711135864,4.996628284454346,1.0,Positive,5.0,Positive,4.5,4.7969713137817385,Positive,4.5196589975772605,0.3261352967687787,Positive
4,Perfect iphone have best camera and type c charging.,iPhone 15,Positive,0.836,Positive,4.672,Positive,0.998927891254425,4.9957115650177,1.0,Positive,5.0,Positive,4.5,4.86708462600708,Positive,4.489181181005938,0.3633401777962725,Positive
5,Awesome display and camera quality and much better performance and design. I love this battery and Apple devices.,iPhone 15,Positive,0.9042,Positive,4.8084,Positive,0.999858021736145,4.99943208694458,1.0,Positive,5.0,Positive,4.5,4.923132834777832,Positive,4.626599306527902,0.3790046462976688,Positive
5,Good mobile,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.9998351335525512,4.999340534210205,1.0,Positive,5.0,Positive,4.5,4.552056213684082,Positive,4.320306884386832,0.20585407493375305,Positive
5,Recieved in great condition,iPhone 15,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9938839077949524,4.97553563117981,1.0,Positive,5.0,Positive,4.5,4.690134252471925,Positive,4.437067978057194,0.2744967771852987,Positive
5,wow this phone camera is superb performance is very good designed is wow Flipkart,iPhone 15,Positive,0.9422,Positive,4.8844,Positive,0.9997473359107972,4.9989893436431885,1.0,Positive,5.0,Positive,4.5,4.953355737457276,Positive,4.563422449282132,0.40606834035533396,Positive
4,Super,iPhone 15,Positive,0.5994,Positive,4.1988,Positive,0.998783528804779,4.995134115219116,1.0,Positive,5.0,Positive,4.5,4.677573646087646,Positive,4.442976651262558,0.26498672240848126,Positive
5,Good looking phone,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.9997466206550598,4.998986482620239,1.0,Positive,5.0,Positive,4.5,4.551914593048096,Positive,4.380830435237161,0.20139530464345926,Positive
5,"Simply premium!! A great blend of class, performance, style and efficiency. Worth buying!!",iPhone 15,Positive,0.8647,Positive,4.7294,Positive,0.9998692274093628,4.999476909637451,1.0,Positive,5.0,Positive,4.5,4.891550763854981,Positive,4.619244115831976,0.36327311418128533,Positive
5,Good product and quality,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.9998624324798584,4.999449729919434,1.0,Positive,5.0,Positive,4.5,4.5520998919677735,Positive,4.319745585146984,0.206490882813573,Positive
5,Juttiga,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9974337220191956,4.989734888076782,0.0,Neutral,3.0,Neutral,3.0,3.795893955230713,Positive,3.975179668453066,0.17278617509270347,Positive
4,I Dont,iPhone 15,Positive,0.0,Neutral,3.0,Negative,0.0068855881690979,1.0275423526763916,0.0,Neutral,3.0,Neutral,3.0,2.211016941070557,Negative,3.254410519382172,0.9631135103424527,Neutral
5,After 15days of Use this phone is absolutely amazing,iPhone 15,Positive,0.624,Positive,4.248,Positive,0.9997978806495668,4.999191522598267,1.0,Positive,5.0,Positive,4.5,4.698876609039307,Positive,4.419406610802225,0.27974666047430297,Positive
2,Not bad,iPhone 15,Negative,0.431,Positive,3.862,Positive,0.9995881915092468,4.998352766036987,-1.0,Negative,1.0,Positive,4.5,3.744141106414795,Neutral,3.8701810186104035,0.1839614649751414,Positive
4,camera is excellent,iPhone 15,Positive,0.5719,Positive,4.1438,Positive,0.999869465827942,4.999477863311768,1.0,Positive,5.0,Positive,4.5,4.657311145324707,Positive,4.388543447260488,0.2585560807887166,Positive
5,Nice product,iPhone 15,Positive,0.4215,Positive,3.843,Positive,0.9998539686203004,4.999415874481201,1.0,Positive,5.0,Positive,4.5,4.536966349792481,Positive,4.35360601834721,0.19912460915030933,Positive
5,Superb performance Mirror by the team ANIL punna,iPhone 15,Positive,0.6249,Positive,4.2498000000000005,Positive,0.999827206134796,4.999308824539185,1.0,Positive,5.0,Positive,4.5,4.699643529815674,Positive,4.405926489553932,0.28244605329157646,Positive
5,"Excellent product, timely delivery, delivery executive was polite and got the product at a great price.",iPhone 15,Positive,0.8316,Positive,4.6632,Positive,0.999822199344635,4.99928879737854,1.0,Positive,5.0,Positive,4.5,4.8649955189514165,Positive,4.633716003374113,0.33731835080684364,Positive
5,nice Akhil ch,iPhone 15,Positive,0.4215,Positive,3.843,Positive,0.9993376135826112,4.997350454330444,1.0,Positive,5.0,Positive,4.5,4.536140181732178,Positive,4.368600449861001,0.1973031031372343,Positive
5,Awesome Fc jandabad Santosh kumar,iPhone 15,Positive,0.6249,Positive,4.2498000000000005,Positive,0.9998101592063904,4.9992406368255615,1.0,Positive,5.0,Positive,4.5,4.699616254730225,Positive,4.465821928934472,0.27497817591594714,Positive
5,its amazing,iPhone 15,Positive,0.5859,Positive,4.1718,Positive,0.9998780488967896,4.999512195587158,1.0,Positive,5.0,Positive,4.5,4.668524878234864,Positive,4.447363964450006,0.26032814119398695,Positive
4,Awesome must buy it I m really happy with iPhone 15 Megha bodhan,iPhone 15,Positive,0.8439,Positive,4.6878,Positive,0.999793827533722,4.999175310134888,1.0,Positive,5.0,Positive,4.5,4.8747901240539555,Positive,4.550177259969826,0.3664278963707283,Positive
5,Loved it,iPhone 15,Positive,0.5994,Positive,4.1988,Positive,0.9998797178268432,4.999518871307373,0.0,Neutral,3.0,Positive,4.5,4.27932754852295,Positive,4.217555938496914,0.06771215626374434,Positive
4,Satisfied with camera but small in,iPhone 15,Positive,0.2263,Positive,3.4526,Positive,0.982712745666504,4.930850982666016,1.0,Positive,5.0,Positive,4.5,4.353380393066407,Positive,4.2239915174664135,0.10666978614377827,Positive
5,Great mobile osome camera and also a great deal by flipkart,iPhone 15,Positive,0.8481,Positive,4.6962,Positive,0.9994367957115172,4.997747182846069,1.0,Positive,5.0,Positive,4.5,4.877578873138428,Positive,4.642709492961568,0.3425645222446701,Positive
5,Phenomenal,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9998723268508912,4.9994893074035645,0.0,Neutral,3.0,Neutral,3.0,3.799795722961426,Positive,3.9356019775261113,0.16689668667688828,Positive
5,superb deal for us. thanks Flipkart,iPhone 15,Positive,0.7906,Positive,4.5812,Positive,0.9998762607574464,4.999505043029785,1.0,Positive,5.0,Positive,4.5,4.832282017211915,Positive,4.485951304081687,0.3465627735239299,Positive
4,Everything is superb . Only battery is little bit concern as it is,iPhone 15,Positive,0.6249,Positive,4.2498000000000005,Positive,0.994635045528412,4.978540182113648,1.0,Positive,5.0,Positive,4.5,4.69133607284546,Positive,4.504324168880587,0.26074459114117293,Positive
5,One of the best mobile phones.,iPhone 15,Positive,0.6369,Positive,4.2738,Positive,0.999845027923584,4.999380111694336,1.0,Positive,5.0,Positive,4.5,4.709272044677734,Positive,4.4228055023277,0.28669992947930584,Positive
5,Nice product,iPhone 15,Positive,0.4215,Positive,3.843,Positive,0.9998539686203004,4.999415874481201,1.0,Positive,5.0,Positive,4.5,4.536966349792481,Positive,4.330075591216088,0.19939213531868932,Positive
4,Best camera phone,iPhone 15,Positive,0.6369,Positive,4.2738,Positive,0.9996479749679564,4.998591899871826,1.0,Positive,5.0,Positive,4.5,4.70895675994873,Positive,4.550822751467702,0.25381649331740874,Positive
5,Good deal,iPhone 15,Positive,0.4404,Positive,3.8808,Positive,0.9998378753662108,4.999351501464844,1.0,Positive,5.0,Positive,4.5,4.552060600585937,Positive,4.347813811139372,0.20462550047674463,Positive
5,Manas,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9959864020347596,4.983945608139038,0.0,Neutral,3.0,Neutral,3.0,3.7935782432556153,Positive,3.9532150432100566,0.17344013924350457,Positive
5,Nice phone,iPhone 15,Positive,0.4215,Positive,3.843,Positive,0.9996213912963868,4.998485565185547,1.0,Positive,5.0,Positive,4.5,4.536594226074219,Positive,4.346003288285438,0.1988381466724511,Positive
5,"Amazing phone Looks good specially the blue colour, feels very premium while holding and perfect size. Also runs very smooth too, definitely not as smooth as 120hz smartphones though.",iPhone 15,Positive,0.9241,Positive,4.8482,Positive,0.9606248140335084,4.842499256134033,1.0,Positive,5.0,Positive,4.5,4.876279702453614,Positive,4.580061570274755,0.3629533511857603,Positive
5,Must hai,iPhone 15,Positive,0.0,Neutral,3.0,Positive,0.9499880075454712,4.799952030181885,0.0,Neutral,3.0,Neutral,3.0,3.719980812072754,Neutral,3.894414679111872,0.20529559633931455,Positive
5,very good phone,iPhone 15,Positive,0.4927,Positive,3.9854,Positive,0.9998637437820436,4.999454975128174,1.0,Positive,5.0,Positive,4.5,4.5939419900512695,Positive,4.379395609677639,0.22360467105629456,Positive
5,Okay with price and offers.,iPhone 15,Positive,0.2263,Positive,3.4526,Positive,0.9995859265327454,4.998343706130981,0.0,Neutral,3.0,Positive,4.5,3.9803774824523925,Positive,4.048526453661237,0.08105269606331987,Positive
